tweet_id,source,text,rating_numerator,rating_denominator,name,favorites,retweets,user_followers,user_favourites,jpg_url,dog_stage,year,month,day,rating,dog_type,confidence_list
889638837579907072,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,12.0,10.0,Ted,26549,4405,7769767,141082,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,None,2017,7,25,12.0,French_bulldog,0.99165
889278841981685760,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,13.0,10.0,Oliver,24689,5222,7769767,141082,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,None,2017,7,24,13.0,whippet,0.626152
888917238123831296,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,12.0,10.0,Jim,28490,4386,7769767,141082,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,None,2017,7,23,12.0,golden_retriever,0.714719
888804989199671297,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,13.0,10.0,Zeke,25018,4173,7769767,141082,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,None,2017,7,22,13.0,golden_retriever,0.46976
888554962724278272,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,13.0,10.0,Ralphus,19390,3448,7769767,141082,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,None,2017,7,22,13.0,Siberian_husky,0.700377
888078434458587136,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,12.0,10.0,Gerald,21285,3401,7769767,141082,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,None,2017,7,20,12.0,French_bulldog,0.995026
887705289381826560,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,13.0,10.0,Jeffrey,29537,5245,7769767,141082,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,None,2017,7,19,13.0,basset,0.821664
887473957103951883,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,13.0,10.0,Canela,67501,17690,7769767,141082,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,None,2017,7,19,13.0,Pembroke,0.809197
887343217045368832,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,13.0,10.0,None,32950,10146,7769767,141082,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,None,2017,7,18,13.0,Mexican_hairless,0.330741
887101392804085760,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,12.0,10.0,None,29916,5805,7769767,141082,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,None,2017,7,18,12.0,Samoyed,0.733942
886983233522544640,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,13.0,10.0,Maya,34384,7565,7769767,141082,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,None,2017,7,17,13.0,Chihuahua,0.793469
886736880519319552,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",13.0,10.0,Mingus,11805,3192,7769767,141082,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,None,2017,7,16,13.0,kuvasz,0.309706
886258384151887873,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,13.0,10.0,Waffles,27397,6128,7769767,141082,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,None,2017,7,15,13.0,pug,0.943575
885984800019947520,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,12.0,10.0,Jimbo,31931,6589,7769767,141082,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,None,2017,7,14,12.0,Blenheim_spaniel,0.972494
885528943205470208,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,13.0,10.0,Maisey,35186,6260,7769767,141082,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,None,2017,7,13,13.0,pug,0.369275
885167619883638784,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,13.0,10.0,None,21447,4274,7769767,141082,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,None,2017,7,12,13.0,malamute,0.8124819999999999
884925521741709313,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",12.0,10.0,Earl,75731,17780,7769767,141082,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,None,2017,7,12,12.0,Italian_greyhound,0.259916
884876753390489601,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,13.0,10.0,Lola,27324,5466,7769767,141082,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,None,2017,7,11,13.0,chow,0.822103
884562892145688576,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,13.0,10.0,Kevin,23778,4566,7769767,141082,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,None,2017,7,11,13.0,pug,0.5464060000000001
884441805382717440,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",14.0,10.0,None,26422,5513,7769767,141082,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,None,2017,7,10,14.0,Pembroke,0.993225
883838122936631299,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,12.0,10.0,Noah,21434,3363,7769767,141082,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,None,2017,7,9,12.0,Doberman,0.610946
883482846933004288,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",13.5,10.0,Bella,44925,9674,7769767,141082,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,None,2017,7,8,13.5,golden_retriever,0.943082
883117836046086144,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",13.0,10.0,None,36358,6491,7769767,141082,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,None,2017,7,7,13.0,golden_retriever,0.949562
882992080364220416,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,13.0,10.0,Rusty,23446,3824,7769767,141082,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,None,2017,7,6,13.0,Eskimo_dog,0.466778
882627270321602560,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,13.0,10.0,Stanley,27338,5934,7769767,141082,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,None,2017,7,5,13.0,Pembroke,0.542982
882268110199369728,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,13.0,10.0,Alfy,43979,11302,7769767,141082,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,None,2017,7,4,13.0,golden_retriever,0.762211
882045870035918850,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",13.0,10.0,Koko,28729,4840,7769767,141082,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,None,2017,7,4,13.0,golden_retriever,0.00694063
881906580714921986,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,12.0,10.0,Rey,23804,3309,7769767,141082,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,None,2017,7,3,12.0,Weimaraner,0.291539
881666595344535552,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,13.0,10.0,Gary,49517,10409,7769767,141082,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,None,2017,7,3,13.0,Saluki,0.529012
880872448815771648,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,12.0,10.0,None,20831,3733,7769767,141082,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,None,2017,6,30,12.0,Pembroke,0.791416
880465832366813184,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,12.0,10.0,Bella,27926,6127,7769767,141082,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,None,2017,6,29,12.0,golden_retriever,0.913255
880221127280381952,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,12.0,10.0,Jesse,26465,4114,7769767,141082,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,None,2017,6,29,12.0,Chihuahua,0.238525
880095782870896641,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,11.0,10.0,None,27033,4241,7769767,141082,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,None,2017,6,28,11.0,miniature_pinscher,0.120298
879862464715927552,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,13.0,10.0,Romeo,21874,3413,7769767,141082,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,None,2017,6,28,13.0,basset,0.813507
879492040517615616,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,12.0,10.0,Bailey,22935,3104,7769767,141082,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,None,2017,6,27,12.0,German_short-haired_pointer,0.479896
879415818425184262,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,13.0,10.0,Duddles,103645,43243,7769767,141082,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,None,2017,6,26,13.0,English_springer,0.383404
879376492567855104,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,12.0,10.0,Jack,16436,3041,7769767,141082,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,None,2017,6,26,12.0,Labrador_retriever,0.0334961
879008229531029506,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,13.0,10.0,Beau,18586,2634,7769767,141082,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,None,2017,6,25,13.0,vizsla,0.960513
878281511006478336,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",13.0,10.0,Shadow,7585,1255,7769767,141082,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,None,2017,6,23,13.0,basset,0.32042
878057613040115712,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,14.0,10.0,Emmy,41160,6655,7769767,141082,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,None,2017,6,23,14.0,French_bulldog,0.839097
877736472329191424,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,13.0,10.0,Aja,78096,18655,7769767,141082,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,None,2017,6,22,13.0,Chesapeake_Bay_retriever,0.8379559999999999
877556246731214848,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,12.0,10.0,Penny,22266,3720,7769767,141082,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,None,2017,6,21,12.0,basset,0.995368
877316821321428993,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",13.0,10.0,Dante,26828,5070,7769767,141082,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,None,2017,6,21,13.0,Saluki,0.5099670000000001
877201837425926144,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,12.0,10.0,Nelly,26574,5457,7769767,141082,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,None,2017,6,20,12.0,Pembroke,0.93112
876484053909872640,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,13.0,10.0,Benedict,18393,2347,7769767,141082,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,None,2017,6,18,13.0,golden_retriever,0.874566
876120275196170240,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",13.0,10.0,Venti,27383,4585,7769767,141082,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,None,2017,6,17,13.0,Bernese_mountain_dog,0.534327
875747767867523072,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",13.0,10.0,Goose,24712,4206,7769767,141082,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,None,2017,6,16,13.0,Labrador_retriever,0.799551
875144289856114688,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,13.0,10.0,Nugget,21511,4832,7769767,141082,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,None,2017,6,15,13.0,Siberian_husky,0.245048
875021211251597312,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,12.0,10.0,None,24981,4622,7769767,141082,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,None,2017,6,14,12.0,West_Highland_white_terrier,0.7143189999999999
874680097055178752,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,12.0,10.0,Cash,27302,4553,7769767,141082,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,None,2017,6,13,12.0,Labrador_retriever,0.836052
874057562936811520,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",12.0,10.0,None,22270,3887,7769767,141082,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,None,2017,6,12,12.0,flat-coated_retriever,0.8321770000000001
873580283840344065,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n",13.0,10.0,None,23766,3865,7769767,141082,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,None,2017,6,10,13.0,Newfoundland,0.678537
872820683541237760,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 https://t.co/17FVMl4VZ5",13.0,10.0,None,14465,3631,7769767,141082,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,None,2017,6,8,13.0,pug,0.99912
872620804844003328,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,13.0,10.0,Monkey,20434,3636,7769767,141082,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,None,2017,6,8,13.0,cocker_spaniel,0.513191
872486979161796608,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 https://t.co/BZHiKx3FpQ,12.0,10.0,None,40011,8893,7769767,141082,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,None,2017,6,7,12.0,Pembroke,0.931861
872261713294495745,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Harry. His ears are activated one at a time. Incredibly rare to witness in person. Very special moment here. 13/10 blessed as h*ck https://t.co/ejHvGDfWoa,13.0,10.0,Harry,33645,6231,7769767,141082,https://pbs.twimg.com/media/DBrlZk2UQAAfAkd.jpg,None,2017,6,7,13.0,Labrador_retriever,0.972019
872122724285648897,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on https://t.co/PKSpmiefwN,12.0,10.0,Kody,33858,8014,7769767,141082,https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg,None,2017,6,6,12.0,pug,0.06673630000000001
871879754684805121,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 https://t.co/uK6PNyeh9w,13.0,10.0,Lassie,37328,10997,7769767,141082,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,None,2017,6,6,13.0,Shetland_sheepdog,0.969171
871032628920680449,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/10 simply breathtaking https://t.co/noNpY2Laoo",13.0,10.0,Boomer,22354,3773,7769767,141082,https://pbs.twimg.com/media/DBaHi3YXgAE6knM.jpg,None,2017,6,3,13.0,kelpie,0.3980530000000001
